time(ms);MISFIRE;CATEMP11(°C);CATEMP21(°C);ECT(°C);TFTV(V);RPM(1/min);O2S12(V);O2S22(V)
458681;No;570;570;94;1.10;1163;0.81;0.79
458709;No;570;570;94;1.10;1163;0.82;0.79
458740;No;570;570;94;1.10;1164;0.82;0.79
458799;No;570;570;94;1.10;1164;0.82;0.79
458829;No;570;570;94;1.10;1164;0.82;0.79
458860;No;570;570;94;1.10;1165;0.82;0.79
458890;No;570;570;94;1.10;1165;0.82;0.79
458921;No;569;570;94;1.10;1166;0.82;0.79
458950;No;569;569;94;1.10;1166;0.82;0.79
458979;No;569;569;94;1.10;1166;0.82;0.79
459010;No;569;569;94;1.10;1167;0.82;0.80
459074;No;569;569;94;1.10;1167;0.82;0.80
459100;No;569;569;94;1.10;1168;0.82;0.80
459130;No;569;569;94;1.10;1168;0.82;0.80
459161;No;569;569;94;1.10;1168;0.82;0.80
459191;No;568;569;94;1.10;1168;0.82;0.80
459222;No;568;568;94;1.10;1168;0.82;0.80
459249;No;568;568;94;1.10;1168;0.82;0.80
459279;No;568;568;94;1.10;1168;0.82;0.80
459310;No;568;568;94;1.10;1169;0.82;0.80
459374;No;568;568;94;1.10;1170;0.82;0.80
459401;No;568;568;94;1.10;1171;0.82;0.80
459430;No;568;568;94;1.10;1172;0.82;0.80
459462;No;568;568;94;1.10;1172;0.82;0.80
459489;No;568;568;94;1.10;1173;0.82;0.80
459523;No;568;568;94;1.10;1174;0.82;0.80
459550;No;568;568;94;1.10;1174;0.82;0.80
459582;No;567;567;94;1.10;1175;0.82;0.80
459610;No;567;567;94;1.10;1176;0.82;0.80
459673;No;567;567;94;1.10;1176;0.82;0.80
459701;No;567;567;94;1.10;1177;0.82;0.80
459729;No;567;567;94;1.10;1177;0.82;0.80
459777;No;567;567;94;1.10;1178;0.82;0.80
459822;No;567;567;94;1.10;1178;0.82;0.80
459849;No;567;567;94;1.10;1179;0.82;0.80
459879;No;566;567;94;1.10;1179;0.82;0.80
459908;No;566;566;94;1.10;1179;0.82;0.80
459941;No;566;566;94;1.10;1179;0.82;0.80
459999;No;566;566;94;1.10;1179;0.82;0.80
460029;No;566;566;94;1.10;1180;0.82;0.80
460061;No;566;566;94;1.10;1180;0.82;0.80
460089;No;566;566;94;1.10;1180;0.82;0.80
460124;No;566;566;94;1.10;1180;0.82;0.80
460151;No;566;566;94;1.10;1180;0.82;0.80
460178;No;566;566;94;1.10;1181;0.82;0.80
460209;No;565;566;94;1.10;1181;0.82;0.80
460241;No;565;565;94;1.10;1182;0.82;0.80
460298;No;565;565;94;1.10;1182;0.82;0.80
460331;No;565;565;94;1.10;1183;0.82;0.80
460363;No;565;565;94;1.10;1183;0.82;0.80
460389;No;565;565;94;1.10;1184;0.82;0.80
460424;No;565;565;94;1.10;1184;0.82;0.80
460450;No;565;565;94;1.10;1184;0.82;0.80
460478;No;565;565;94;1.10;1184;0.82;0.80
460509;No;565;565;94;1.10;1184;0.82;0.80
460539;No;565;564;94;1.10;1184;0.82;0.80
460604;No;564;564;94;1.10;1184;0.82;0.80
460630;No;564;564;94;1.10;1184;0.82;0.80
460663;No;564;564;94;1.10;1184;0.82;0.80
460689;No;564;564;94;1.10;1185;0.82;0.80
460724;No;564;564;94;1.10;1186;0.82;0.80
460751;No;564;564;94;1.10;1186;0.82;0.80
460781;No;564;564;94;1.10;1187;0.81;0.80
460810;No;564;564;94;1.10;1188;0.81;0.80
460838;No;564;564;94;1.10;1188;0.81;0.80
460898;No;564;564;94;1.10;1189;0.81;0.80
460931;No;564;564;94;1.10;1190;0.81;0.80
460961;No;564;564;94;1.10;1190;0.81;0.80
460989;No;564;564;94;1.10;1191;0.81;0.80
461022;No;563;564;94;1.10;1191;0.81;0.80
461058;No;563;563;94;1.10;1192;0.81;0.80
461080;No;563;563;94;1.10;1192;0.81;0.79
461111;No;563;563;94;1.10;1193;0.81;0.79
461139;No;563;563;94;1.10;1194;0.81;0.79
461199;No;563;563;94;1.10;1194;0.81;0.79
461231;No;563;563;94;1.10;1194;0.81;0.79
461263;No;563;563;94;1.10;1195;0.81;0.79
461289;No;563;563;94;1.10;1195;0.81;0.79
461321;No;563;563;94;1.10;1195;0.81;0.79
461349;No;563;563;94;1.10;1195;0.81;0.79
461380;No;563;562;94;1.10;1196;0.81;0.79
461409;No;562;562;94;1.10;1196;0.80;0.79
461476;No;562;562;94;1.10;1196;0.80;0.79
461501;No;562;562;94;1.10;1196;0.80;0.79
461531;No;562;562;94;1.10;1196;0.80;0.79
461560;No;562;562;94;1.10;1197;0.80;0.79
461592;No;562;562;94;1.10;1197;0.80;0.79
461621;No;562;562;94;1.10;1198;0.80;0.79
461649;No;562;562;94;1.10;1198;0.80;0.79
461680;No;562;562;94;1.10;1198;0.80;0.78
461709;No;562;562;94;1.10;1199;0.80;0.78
461741;No;562;562;94;1.10;1200;0.80;0.78
461800;No;562;562;94;1.10;1200;0.80;0.78
461831;No;561;562;94;1.10;1201;0.80;0.78
461862;No;561;561;94;1.10;1202;0.80;0.78
461890;No;561;561;94;1.10;1202;0.80;0.78
461921;No;561;561;94;1.10;1203;0.80;0.78
461949;No;561;561;94;1.10;1203;0.80;0.78
461980;No;561;561;94;1.10;1204;0.80;0.78
462008;No;561;561;94;1.10;1204;0.80;0.78
462040;No;561;561;94;1.10;1205;0.80;0.78
462103;No;561;561;94;1.10;1206;0.79;0.78
462131;No;561;561;94;1.10;1206;0.79;0.78
462160;No;561;560;94;1.10;1206;0.79;0.78
462191;No;561;560;94;1.10;1207;0.79;0.78
462223;No;560;560;94;1.10;1208;0.79;0.77
462250;No;560;560;94;1.10;1208;0.79;0.77
462282;No;560;560;94;1.10;1208;0.79;0.77
462308;No;560;560;94;1.10;1207;0.79;0.77
462375;No;560;560;94;1.10;1207;0.79;0.77
462398;No;560;560;94;1.10;1206;0.79;0.77
462429;No;560;560;94;1.10;1206;0.79;0.77
462459;No;560;560;94;1.10;1206;0.79;0.77
462490;No;560;560;94;1.10;1205;0.79;0.77
462521;No;560;560;94;1.10;1205;0.79;0.77
462551;No;560;560;94;1.10;1205;0.79;0.77
462580;No;559;560;94;1.10;1205;0.79;0.77
462608;No;559;559;94;1.10;1206;0.79;0.77
462641;No;559;559;94;1.10;1206;0.79;0.77
462702;No;559;559;94;1.10;1206;0.79;0.77
462731;No;559;559;94;1.10;1206;0.78;0.77
462760;No;559;559;94;1.10;1207;0.78;0.77
462789;No;559;559;94;1.10;1207;0.78;0.77
462824;No;559;559;94;1.10;1208;0.78;0.77
462851;No;559;559;94;1.10;1209;0.78;0.77
462878;No;559;559;94;1.10;1210;0.78;0.77
462912;No;559;559;94;1.10;1210;0.78;0.77
462973;No;559;558;94;1.10;1211;0.78;0.77
462999;No;558;558;94;1.10;1212;0.78;0.77
463030;No;558;558;94;1.10;1213;0.78;0.76
463060;No;558;558;94;1.10;1214;0.78;0.76
463091;No;558;558;94;1.10;1214;0.78;0.76
463123;No;558;558;94;1.10;1214;0.78;0.76
463150;No;558;558;94;1.10;1214;0.78;0.76
463183;No;558;558;94;1.10;1214;0.78;0.76
463210;No;558;558;94;1.10;1214;0.78;0.76
463276;No;558;558;94;1.10;1214;0.78;0.76
463299;No;558;558;94;1.10;1214;0.78;0.76
463330;No;558;558;94;1.10;1214;0.78;0.76
463363;No;557;558;94;1.10;1214;0.78;0.76
463389;No;557;557;94;1.10;1215;0.78;0.76
463424;No;557;557;94;1.10;1216;0.78;0.76
463449;No;557;557;94;1.10;1217;0.78;0.76
463481;No;557;557;94;1.10;1217;0.78;0.76
463511;No;557;557;94;1.10;1218;0.77;0.76
463539;No;557;557;94;1.10;1219;0.77;0.76
463617;No;557;557;94;1.10;1220;0.77;0.76
463660;No;557;557;94;1.10;1219;0.77;0.76
463690;No;556;557;94;1.10;1219;0.77;0.76
463725;No;556;556;94;1.10;1218;0.77;0.76
463753;No;556;556;94;1.09;1218;0.77;0.76
463780;No;556;556;94;1.09;1217;0.77;0.76
463810;No;556;556;94;1.09;1217;0.77;0.76
463875;No;556;556;94;1.09;1216;0.77;0.75
463901;No;556;556;94;1.09;1216;0.77;0.75
463932;No;556;556;94;1.09;1217;0.77;0.75
463963;No;556;556;94;1.09;1218;0.77;0.75
463995;No;556;556;94;1.09;1218;0.77;0.75
464020;No;556;556;94;1.09;1219;0.77;0.75
464051;No;556;556;94;1.09;1220;0.77;0.75
464082;No;556;555;94;1.09;1220;0.77;0.75
464113;No;555;555;94;1.09;1221;0.77;0.75
464175;No;555;555;94;1.09;1222;0.77;0.75
464203;No;555;555;94;1.09;1222;0.77;0.75
464231;No;555;555;94;1.09;1221;0.77;0.75
464262;No;555;555;94;1.10;1220;0.77;0.75
464291;No;555;555;94;1.10;1220;0.77;0.75
464324;No;555;555;94;1.10;1220;0.77;0.75
464350;No;555;555;94;1.10;1219;0.77;0.75
464381;No;555;555;94;1.10;1218;0.77;0.75
464411;No;555;555;94;1.10;1218;0.77;0.75
464476;No;555;555;94;1.10;1218;0.77;0.75
464500;No;554;555;94;1.10;1218;0.77;0.75
464530;No;554;554;94;1.10;1217;0.77;0.75
464563;No;554;554;94;1.09;1217;0.77;0.75
464593;No;554;554;94;1.09;1217;0.77;0.75
464622;No;554;554;94;1.09;1217;0.76;0.75
464650;No;554;554;94;1.09;1216;0.76;0.75
464681;No;554;554;94;1.09;1216;0.76;0.75
464710;No;554;554;94;1.09;1216;0.76;0.75
464774;No;554;554;94;1.09;1217;0.76;0.75
464801;No;554;554;94;1.09;1217;0.76;0.75
464829;No;554;554;94;1.09;1218;0.76;0.75
464860;No;554;554;94;1.09;1218;0.76;0.75
464899;No;554;554;94;1.09;1218;0.76;0.75
464923;No;554;554;94;1.09;1218;0.76;0.75
464956;No;554;553;94;1.09;1218;0.76;0.75
464980;No;553;553;94;1.09;1218;0.76;0.75
465010;No;553;553;94;1.09;1219;0.76;0.75
465041;No;553;553;93;1.09;1219;0.76;0.75
465103;No;553;553;93;1.09;1219;0.76;0.75
465134;No;553;553;93;1.09;1219;0.76;0.75
465162;No;553;553;93;1.09;1219;0.76;0.75
465190;No;553;553;93;1.09;1219;0.76;0.75
465223;No;553;553;93;1.09;1219;0.76;0.74
465250;No;553;553;93;1.09;1219;0.76;0.74
465283;No;553;553;93;1.09;1218;0.76;0.74
465310;No;552;553;93;1.10;1218;0.76;0.74
465376;No;552;552;93;1.10;1217;0.76;0.74
465402;No;552;552;93;1.10;1217;0.76;0.74
465430;No;552;552;93;1.10;1216;0.76;0.74
465460;No;552;552;93;1.10;1216;0.76;0.74
465491;No;552;552;93;1.10;1215;0.76;0.74
465520;No;552;552;93;1.10;1216;0.76;0.74
465550;No;552;552;93;1.10;1216;0.76;0.74
465579;No;552;552;93;1.10;1217;0.76;0.74
465611;No;552;552;93;1.09;1217;0.76;0.74
465674;No;552;552;93;1.09;1218;0.76;0.74
465699;No;552;552;93;1.09;1218;0.76;0.74
465730;No;552;552;93;1.09;1218;0.76;0.74
465763;No;552;552;93;1.09;1219;0.76;0.74
465791;No;552;552;93;1.09;1219;0.76;0.74
465823;No;552;552;93;1.09;1219;0.76;0.74
465850;No;551;551;93;1.09;1220;0.76;0.74
465883;No;551;551;93;1.09;1220;0.76;0.74
465910;No;551;551;93;1.09;1220;0.76;0.74
465975;No;551;551;93;1.09;1220;0.76;0.74
466004;No;551;551;93;1.09;1220;0.76;0.74
466032;No;551;551;93;1.09;1220;0.76;0.74
466060;No;551;551;93;1.09;1220;0.76;0.74
466092;No;551;551;93;1.09;1221;0.76;0.74
466123;No;551;551;93;1.09;1221;0.76;0.74
466151;No;551;551;93;1.09;1222;0.76;0.74
466209;No;550;551;93;1.09;1222;0.76;0.74
466275;No;550;550;93;1.09;1222;0.75;0.74
466303;No;550;550;93;1.09;1222;0.75;0.74
466331;No;550;550;93;1.09;1223;0.75;0.74
466363;No;550;550;93;1.09;1222;0.75;0.74
466392;No;550;550;93;1.09;1222;0.75;0.74
466424;No;550;550;93;1.09;1221;0.75;0.74
466451;No;550;550;93;1.09;1220;0.75;0.74
466482;No;550;550;93;1.09;1220;0.75;0.74
466510;No;550;550;93;1.09;1220;0.75;0.74
466573;No;550;550;93;1.09;1219;0.75;0.74
466600;No;550;550;93;1.09;1218;0.75;0.74
466631;No;550;550;93;1.09;1218;0.75;0.74
466661;No;550;550;93;1.09;1217;0.75;0.74
466690;No;550;550;93;1.09;1216;0.75;0.74
466721;No;550;549;93;1.09;1216;0.75;0.74
466751;No;549;549;93;1.09;1215;0.75;0.74
466783;No;549;549;93;1.09;1214;0.75;0.74
466811;No;549;549;93;1.09;1214;0.75;0.74
466874;No;549;549;93;1.09;1213;0.75;0.73
466901;No;549;549;93;1.09;1213;0.75;0.73
466929;No;549;549;93;1.09;1214;0.75;0.73
466961;No;549;549;93;1.09;1214;0.75;0.73
466991;No;549;549;93;1.09;1214;0.75;0.73
467023;No;549;549;93;1.09;1214;0.75;0.73
467051;No;549;549;93;1.09;1215;0.75;0.73
467081;No;549;549;93;1.09;1215;0.75;0.73
467108;No;549;549;93;1.09;1216;0.75;0.73
467174;No;548;549;93;1.09;1215;0.75;0.73
467202;No;548;548;93;1.09;1215;0.75;0.73
467230;No;548;548;93;1.09;1215;0.75;0.73
467263;No;548;548;93;1.09;1215;0.75;0.73
467288;No;548;548;93;1.09;1215;0.75;0.73
467324;No;548;548;93;1.09;1214;0.75;0.73
467351;No;548;548;93;1.09;1214;0.75;0.73
467383;No;548;548;93;1.09;1214;0.75;0.73
467411;No;548;548;93;1.09;1214;0.75;0.73
467501;No;548;548;93;1.09;1214;0.75;0.73
467530;No;548;548;93;1.09;1214;0.75;0.73
467561;No;548;548;93;1.09;1214;0.75;0.73
467591;No;547;548;93;1.09;1214;0.75;0.73
467624;No;547;547;93;1.09;1214;0.75;0.73
467651;No;547;547;93;1.09;1214;0.75;0.73
467682;No;547;547;93;1.09;1214;0.75;0.73
467710;No;547;547;93;1.09;1213;0.75;0.73
467774;No;547;547;93;1.09;1212;0.75;0.73
467803;No;547;547;93;1.09;1212;0.75;0.73
467829;No;547;547;93;1.09;1211;0.75;0.73
467860;No;547;547;93;1.09;1210;0.75;0.73
467893;No;547;547;93;1.09;1210;0.75;0.73
467922;No;547;547;93;1.09;1209;0.75;0.73
467951;No;547;547;93;1.09;1208;0.75;0.73
467981;No;547;547;93;1.09;1209;0.75;0.73
468013;No;546;546;93;1.09;1209;0.75;0.73
468041;No;546;546;93;1.09;1209;0.75;0.73
468100;No;546;546;93;1.09;1209;0.75;0.73
468130;No;546;546;93;1.09;1209;0.75;0.73
468163;No;546;546;93;1.09;1209;0.75;0.73
468193;No;546;546;93;1.09;1210;0.75;0.73
468223;No;546;546;93;1.09;1210;0.75;0.73
468249;No;546;546;93;1.09;1209;0.75;0.73
468280;No;546;546;93;1.09;1208;0.75;0.73
468311;No;546;546;93;1.09;1208;0.75;0.73
468374;No;546;546;93;1.09;1207;0.75;0.73
468400;No;546;546;93;1.09;1206;0.75;0.73
468431;No;546;546;93;1.09;1206;0.75;0.73
468460;No;546;545;93;1.09;1205;0.75;0.73
468490;No;545;545;93;1.09;1204;0.75;0.73
468521;No;545;545;93;1.09;1203;0.75;0.73
468551;No;545;545;93;1.09;1202;0.75;0.73
468583;No;545;545;93;1.09;1202;0.75;0.73
468610;No;545;545;93;1.09;1201;0.75;0.73
468640;No;545;545;93;1.09;1200;0.75;0.73
468700;No;545;545;93;1.09;1199;0.75;0.73
468739;No;545;545;93;1.09;1198;0.75;0.73
468763;No;545;545;93;1.09;1197;0.75;0.73
468791;No;545;545;93;1.09;1196;0.75;0.73
468823;No;545;545;93;1.09;1196;0.75;0.73
468852;No;545;545;93;1.09;1195;0.75;0.73
468881;No;544;545;93;1.09;1194;0.75;0.73
468913;No;544;544;93;1.09;1194;0.75;0.73
468975;No;544;544;93;1.09;1193;0.75;0.73
469003;No;544;544;93;1.09;1193;0.74;0.73
469032;No;544;544;93;1.09;1192;0.74;0.73
469061;No;544;544;93;1.09;1192;0.74;0.73
469092;No;544;544;93;1.09;1192;0.74;0.73
469120;No;544;544;93;1.09;1192;0.74;0.73
469153;No;544;544;93;1.09;1192;0.74;0.73
469180;No;544;544;93;1.09;1192;0.74;0.73
469213;No;544;544;93;1.09;1192;0.74;0.73
469273;No;544;544;93;1.09;1193;0.74;0.73
469300;No;544;544;93;1.09;1193;0.74;0.73
469331;No;544;544;93;1.09;1192;0.74;0.73
469363;No;543;543;93;1.09;1191;0.74;0.73
469391;No;543;543;93;1.09;1190;0.74;0.73
469424;No;543;543;93;1.08;1188;0.74;0.73
469451;No;543;543;93;1.08;1188;0.74;0.73
469482;No;543;543;93;1.08;1186;0.74;0.73
469513;No;543;543;93;1.08;1185;0.74;0.73
469574;No;543;543;93;1.08;1184;0.74;0.73
469600;No;543;543;93;1.08;1184;0.74;0.73
469633;No;543;543;93;1.08;1184;0.74;0.73
469661;No;543;543;93;1.08;1183;0.74;0.73
469691;No;543;543;93;1.08;1183;0.74;0.73
469721;No;542;543;93;1.08;1182;0.74;0.73
469753;No;542;542;93;1.08;1182;0.74;0.73
469781;No;542;542;93;1.08;1182;0.74;0.73
469813;No;542;542;93;1.08;1182;0.74;0.73
469874;No;542;542;93;1.08;1181;0.74;0.73
469900;No;542;542;93;1.08;1181;0.74;0.73
469931;No;542;542;93;1.08;1181;0.74;0.73
469960;No;542;542;93;1.08;1181;0.74;0.73
469990;No;542;542;93;1.08;1181;0.74;0.73
470050;No;542;542;93;1.08;1180;0.74;0.73
470082;No;542;542;93;1.08;1180;0.74;0.73
470110;No;542;542;93;1.08;1180;0.74;0.73
470141;No;542;542;93;1.08;1179;0.74;0.73
470201;No;542;542;93;1.08;1177;0.74;0.73
470231;No;541;542;93;1.08;1176;0.74;0.73
470260;No;541;541;93;1.08;1174;0.74;0.73
470290;No;541;541;93;1.08;1172;0.74;0.73
470321;No;541;541;93;1.08;1170;0.74;0.73
470353;No;541;541;93;1.08;1169;0.74;0.73
470380;No;541;541;93;1.08;1167;0.74;0.73
470411;No;541;541;93;1.08;1165;0.74;0.73
470473;No;541;541;93;1.08;1163;0.74;0.73
470501;No;541;541;93;1.08;1161;0.74;0.73
470532;No;541;541;93;1.08;1159;0.74;0.73
470560;No;541;541;93;1.08;1157;0.74;0.73
470591;No;541;541;93;1.08;1155;0.74;0.73
470623;No;541;541;93;1.08;1153;0.74;0.73
470650;No;541;541;93;1.08;1151;0.74;0.72
470683;No;540;540;93;1.08;1149;0.74;0.72
470710;No;540;540;93;1.08;1146;0.74;0.72
470774;No;540;540;93;1.08;1144;0.74;0.72
470800;No;540;540;93;1.08;1142;0.74;0.72
470831;No;540;540;93;1.08;1139;0.74;0.72
470863;No;540;540;93;1.08;1137;0.74;0.72
470891;No;540;540;93;1.08;1134;0.74;0.72
470920;No;540;540;93;1.08;1132;0.74;0.72
470950;No;540;540;93;1.08;1130;0.74;0.72
470981;No;540;540;93;1.08;1128;0.74;0.72
471013;No;540;540;93;1.08;1126;0.74;0.72
471075;No;540;540;93;1.08;1124;0.74;0.72
471103;No;540;540;93;1.08;1122;0.74;0.72
471130;No;540;540;93;1.08;1121;0.74;0.72
471160;No;540;540;93;1.08;1119;0.74;0.72
471191;No;540;540;93;1.08;1117;0.74;0.72
471223;No;540;540;93;1.08;1116;0.74;0.72
471249;No;540;539;93;1.08;1115;0.74;0.72
471297;No;540;539;93;1.08;1114;0.74;0.72
471309;No;539;539;93;1.08;1113;0.74;0.72
471340;No;539;539;93;1.08;1112;0.74;0.72
471400;No;539;539;93;1.08;1111;0.74;0.72
471430;No;539;539;93;1.08;1110;0.74;0.72
471462;No;539;539;93;1.08;1109;0.74;0.72
471491;No;539;539;93;1.08;1108;0.74;0.72
471522;No;539;539;93;1.08;1107;0.74;0.72
471550;No;539;539;93;1.08;1106;0.74;0.72
471581;No;539;539;93;1.08;1105;0.74;0.72
471611;No;539;539;93;1.08;1104;0.74;0.72
471674;No;539;539;93;1.08;1103;0.74;0.72
471702;No;539;539;93;1.08;1102;0.74;0.72
471730;No;539;539;93;1.08;1101;0.74;0.72
471760;No;538;539;93;1.08;1102;0.74;0.72
471793;No;538;538;93;1.08;1103;0.74;0.72
471824;No;538;538;93;1.08;1103;0.74;0.72
471850;No;538;538;93;1.08;1104;0.74;0.72
471881;No;538;538;93;1.08;1105;0.74;0.72
471913;No;538;538;93;1.08;1106;0.74;0.72
471974;No;538;538;93;1.08;1106;0.74;0.72
472000;No;538;538;93;1.08;1107;0.74;0.72
472031;No;538;538;93;1.08;1106;0.74;0.72
472062;No;538;538;93;1.08;1106;0.74;0.72
472092;No;538;538;93;1.08;1105;0.74;0.72
472124;No;538;538;93;1.08;1104;0.74;0.72
472153;No;538;538;93;1.08;1104;0.74;0.72
472180;No;538;538;93;1.08;1103;0.74;0.72
472211;No;538;538;93;1.08;1102;0.74;0.72
472241;No;538;538;93;1.08;1102;0.74;0.72
472300;No;538;538;93;1.08;1102;0.74;0.72
472330;No;538;538;93;1.08;1102;0.74;0.72
472363;No;538;538;93;1.08;1102;0.74;0.72
472390;No;537;538;93;1.08;1102;0.74;0.72
472422;No;537;537;93;1.08;1103;0.74;0.72
472452;No;537;537;93;1.08;1103;0.74;0.72
472482;No;537;537;93;1.08;1103;0.74;0.72
472510;No;537;537;93;1.08;1104;0.74;0.72
472596;No;537;537;93;1.08;1104;0.74;0.72
472631;No;537;537;93;1.08;1104;0.74;0.72
472662;No;537;537;93;1.08;1105;0.74;0.72
472692;No;537;537;93;1.08;1105;0.74;0.72
472721;No;537;537;93;1.07;1106;0.74;0.72
472753;No;537;537;93;1.07;1106;0.74;0.72
472779;No;537;537;93;1.07;1106;0.74;0.72
472809;No;537;537;93;1.07;1107;0.74;0.72
472840;No;537;537;93;1.07;1106;0.74;0.72
472902;No;536;537;93;1.08;1106;0.74;0.72
472933;No;536;536;93;1.08;1106;0.74;0.72
472960;No;536;536;93;1.08;1105;0.74;0.72
472989;No;536;536;93;1.08;1105;0.74;0.72
473022;No;536;536;93;1.08;1104;0.74;0.72
473050;No;536;536;93;1.08;1104;0.74;0.72
473082;No;536;536;93;1.08;1104;0.74;0.72
473112;No;536;536;93;1.08;1107;0.74;0.72
473140;No;536;536;93;1.08;1111;0.74;0.72
473200;No;536;536;93;1.08;1114;0.74;0.72
473231;No;536;536;93;1.08;1118;0.74;0.72
473262;No;536;536;93;1.08;1122;0.74;0.72
473292;No;536;536;93;1.08;1125;0.74;0.72
473324;No;536;536;93;1.08;1128;0.74;0.72
473352;No;536;536;93;1.08;1132;0.74;0.72
473379;No;536;536;93;1.08;1156;0.74;0.72
473409;No;536;536;93;1.08;1179;0.74;0.72
473473;No;535;535;93;1.08;1203;0.74;0.72
473502;No;535;535;93;1.08;1226;0.74;0.72
473530;No;535;535;93;1.08;1250;0.74;0.72
473562;No;535;535;93;1.08;1274;0.74;0.72
473592;No;535;535;93;1.08;1297;0.74;0.72
473623;No;535;535;93;1.08;1321;0.74;0.72
473649;No;535;535;93;1.08;1317;0.74;0.72
473680;No;535;535;93;1.08;1314;0.75;0.72
473712;No;535;535;93;1.08;1310;0.75;0.72
473773;No;535;535;93;1.08;1306;0.76;0.72
473799;No;535;535;93;1.08;1302;0.76;0.72
473830;No;535;535;93;1.08;1299;0.76;0.72
473892;No;535;535;93;1.08;1295;0.77;0.72
473922;No;535;535;93;1.08;1292;0.77;0.72
473953;No;535;535;93;1.08;1294;0.78;0.72
473980;No;535;535;93;1.08;1298;0.78;0.72
474010;No;535;535;93;1.08;1301;0.78;0.73
474073;No;535;535;93;1.08;1304;0.78;0.73
474103;No;535;535;93;1.08;1307;0.79;0.73
474129;No;535;535;93;1.08;1310;0.79;0.74
474161;No;534;534;93;1.08;1313;0.79;0.74
474189;No;534;534;93;1.08;1316;0.79;0.75
474221;No;534;534;93;1.08;1319;0.79;0.75
474252;No;534;534;93;1.08;1321;0.79;0.75
474282;No;534;534;92;1.08;1324;0.79;0.75
474309;No;534;534;92;1.08;1326;0.79;0.75
474341;No;534;534;92;1.08;1329;0.79;0.75
474401;No;534;534;92;1.08;1332;0.79;0.75
474432;No;534;534;92;1.08;1334;0.80;0.75
474463;No;534;534;92;1.08;1337;0.80;0.75
474490;No;534;534;92;1.08;1347;0.80;0.75
474522;No;534;534;92;1.08;1356;0.80;0.75
474549;No;534;534;92;1.08;1366;0.80;0.75
474581;No;534;534;92;1.08;1376;0.80;0.75
474609;No;534;534;92;1.08;1385;0.80;0.75
474674;No;534;534;92;1.08;1395;0.80;0.75
474699;No;534;534;92;1.08;1404;0.80;0.75
474732;No;534;534;92;1.08;1414;0.80;0.74
474762;No;534;534;92;1.08;1412;0.80;0.74
474790;No;534;534;92;1.08;1411;0.80;0.74
474823;No;534;534;92;1.09;1409;0.79;0.74
474853;No;534;534;92;1.09;1407;0.79;0.74
474883;No;534;534;92;1.09;1406;0.79;0.74
474911;No;534;534;92;1.09;1404;0.79;0.74
474982;No;534;534;92;1.09;1402;0.79;0.74
475002;No;534;534;92;1.09;1400;0.79;0.74
475029;No;534;534;92;1.09;1394;0.79;0.73
475061;No;534;534;92;1.09;1387;0.79;0.73
475089;No;534;534;92;1.09;1381;0.79;0.73
475137;No;534;534;92;1.09;1374;0.79;0.73
475181;No;534;534;92;1.09;1368;0.79;0.73
475212;No;534;534;92;1.09;1362;0.78;0.73
475240;No;534;534;92;1.09;1355;0.78;0.73
475302;No;534;534;92;1.09;1348;0.78;0.73
475330;No;534;534;92;1.09;1342;0.78;0.73
475360;No;534;534;92;1.09;1335;0.78;0.73
475392;No;534;534;92;1.09;1328;0.78;0.73
475424;No;534;534;92;1.09;1321;0.78;0.73
475451;No;534;534;92;1.09;1314;0.78;0.73
475482;No;534;534;92;1.09;1307;0.78;0.73
475512;No;534;534;92;1.09;1300;0.78;0.73
475540;No;534;534;92;1.09;1293;0.78;0.73
475600;No;534;534;92;1.09;1305;0.78;0.73
475632;No;534;534;92;1.09;1316;0.78;0.73
475659;No;534;534;92;1.09;1328;0.78;0.73
475689;No;534;534;92;1.09;1339;0.78;0.73
475723;No;534;534;92;1.09;1350;0.78;0.73
475751;No;534;534;92;1.09;1362;0.77;0.73
475781;No;534;534;92;1.09;1373;0.77;0.73
475813;No;534;534;92;1.09;1384;0.77;0.72
475841;No;533;534;92;1.09;1384;0.77;0.72
475899;No;533;533;92;1.09;1382;0.77;0.72
475931;No;533;533;92;1.09;1381;0.77;0.72
475962;No;533;533;92;1.09;1380;0.77;0.72
475989;No;533;533;92;1.09;1379;0.77;0.72
476025;No;533;533;92;1.09;1378;0.77;0.72
476049;No;533;533;92;1.09;1377;0.77;0.72
476082;No;533;533;92;1.09;1376;0.76;0.72
476113;No;533;533;92;1.09;1374;0.76;0.72
476141;No;533;533;92;1.09;1373;0.76;0.72
476202;No;533;533;92;1.09;1372;0.77;0.72
476231;No;533;533;92;1.09;1370;0.77;0.72
476259;No;533;533;92;1.09;1369;0.77;0.73
476289;No;533;533;92;1.09;1368;0.77;0.73
476323;No;533;533;92;1.09;1366;0.77;0.73
476351;No;534;533;92;1.09;1365;0.77;0.73
476381;No;534;534;92;1.09;1355;0.77;0.74
476419;No;534;534;92;1.09;1345;0.77;0.74
476474;No;534;534;92;1.09;1335;0.78;0.74
476502;No;534;534;92;1.09;1326;0.78;0.74
476532;No;534;534;92;1.09;1316;0.78;0.74
476562;No;534;534;92;1.09;1306;0.78;0.74
476592;No;533;534;92;1.09;1296;0.78;0.74
476623;No;533;533;92;1.09;1286;0.78;0.74
476653;No;533;533;92;1.09;1290;0.78;0.74
476679;No;533;533;92;1.09;1293;0.78;0.74
476710;No;533;533;92;1.09;1297;0.78;0.74
476777;No;533;533;92;1.09;1301;0.78;0.74
