time(ms);MISFIRE;CATEMP11(°C);CATEMP21(°C);ECT(°C);TFTV(V);RPM(1/min);O2S12(V);O2S22(V)
438487;No;614;614;93;0.66;1430;0.79;0.75
438535;No;614;614;93;0.66;1429;0.79;0.75
438600;No;614;614;93;0.66;1428;0.79;0.75
438640;No;614;614;93;0.66;1428;0.80;0.75
438696;No;614;614;93;0.67;1428;0.79;0.75
438740;No;614;614;93;0.67;1429;0.79;0.75
438757;No;614;614;93;0.67;1430;0.79;0.75
438797;No;614;614;93;0.67;1430;0.79;0.75
438838;No;614;614;93;0.67;1430;0.79;0.75
438879;No;614;614;93;0.67;1430;0.79;0.75
438925;No;614;614;93;0.67;1431;0.78;0.74
438988;No;614;615;93;0.67;1432;0.78;0.74
439029;No;615;615;93;0.67;1433;0.79;0.74
439076;No;615;615;93;0.67;1434;0.79;0.75
439117;No;615;615;93;0.67;1435;0.79;0.75
439161;No;615;615;93;0.67;1436;0.80;0.76
439176;No;615;615;93;0.67;1438;0.80;0.76
439216;No;615;615;93;0.67;1438;0.81;0.76
439291;No;615;615;93;0.67;1440;0.81;0.77
439330;No;615;615;93;0.67;1440;0.82;0.77
439375;No;615;615;93;0.67;1440;0.82;0.78
439418;No;615;615;93;0.67;1440;0.82;0.78
439464;No;615;616;93;0.67;1441;0.82;0.79
439530;No;616;616;93;0.67;1441;0.82;0.79
439589;No;616;616;93;0.67;1441;0.82;0.79
439633;No;616;616;93;0.67;1442;0.82;0.80
439675;No;616;616;93;0.67;1442;0.82;0.80
439715;No;616;616;93;0.67;1444;0.82;0.80
439754;No;616;616;93;0.67;1446;0.81;0.81
439818;No;616;616;93;0.67;1448;0.81;0.80
439836;No;616;616;93;0.67;1450;0.81;0.80
439889;No;616;616;93;0.67;1452;0.80;0.80
439928;No;616;616;93;0.67;1454;0.80;0.80
439966;No;616;616;93;0.67;1456;0.80;0.79
440006;No;616;616;93;0.67;1458;0.79;0.79
440049;No;617;616;93;0.67;1458;0.79;0.79
440092;No;617;617;93;0.67;1457;0.79;0.79
440131;No;617;617;93;0.67;1457;0.79;0.79
440189;No;617;617;93;0.67;1456;0.79;0.79
440230;No;617;617;93;0.67;1456;0.79;0.79
440256;No;617;617;93;0.67;1456;0.79;0.79
440297;No;617;617;93;0.67;1455;0.79;0.78
440337;No;617;617;93;0.67;1455;0.79;0.78
440377;No;617;617;93;0.67;1455;0.79;0.78
440418;No;617;617;93;0.67;1455;0.79;0.78
440437;No;617;617;93;0.67;1454;0.79;0.78
440488;No;617;617;93;0.67;1454;0.79;0.78
440535;No;618;617;93;0.66;1454;0.79;0.78
440576;No;618;618;93;0.66;1454;0.79;0.78
440620;No;618;618;93;0.66;1454;0.79;0.78
440665;No;618;618;93;0.66;1454;0.79;0.78
440732;No;618;618;93;0.66;1454;0.79;0.78
440791;No;618;618;93;0.67;1455;0.79;0.78
440837;No;618;618;93;0.67;1455;0.79;0.78
440879;No;618;618;93;0.67;1455;0.79;0.78
440919;No;618;618;93;0.67;1455;0.79;0.78
440959;No;618;618;93;0.67;1456;0.79;0.78
440976;No;618;618;93;0.67;1456;0.79;0.77
441015;No;618;618;93;0.67;1456;0.79;0.77
441099;No;618;618;93;0.67;1456;0.79;0.77
441150;No;619;618;93;0.67;1456;0.79;0.77
441189;No;619;619;93;0.67;1456;0.79;0.77
441236;No;619;619;93;0.67;1456;0.79;0.77
441276;No;619;619;93;0.66;1456;0.79;0.77
441314;No;619;619;93;0.66;1456;0.79;0.77
441388;No;619;619;93;0.66;1456;0.79;0.77
441430;No;619;619;93;0.66;1456;0.79;0.77
441469;No;619;619;93;0.66;1456;0.79;0.77
441510;No;619;619;93;0.66;1456;0.79;0.77
441548;No;619;619;93;0.66;1456;0.79;0.77
441588;No;619;619;93;0.66;1455;0.79;0.77
441688;No;619;619;93;0.66;1455;0.79;0.77
441728;No;620;620;93;0.66;1455;0.79;0.77
441770;No;620;620;93;0.66;1455;0.79;0.77
441786;No;620;620;93;0.66;1454;0.79;0.77
441827;No;620;620;93;0.66;1456;0.79;0.77
441866;No;620;620;94;0.66;1456;0.79;0.77
441931;No;620;620;94;0.66;1458;0.79;0.77
441990;No;620;620;94;0.66;1458;0.79;0.77
442032;No;620;620;94;0.66;1460;0.79;0.77
442079;No;620;620;94;0.66;1460;0.79;0.77
442122;No;620;620;94;0.66;1462;0.79;0.77
442162;No;620;620;94;0.66;1462;0.80;0.77
442177;No;620;620;94;0.66;1463;0.80;0.77
442220;No;620;620;94;0.67;1463;0.80;0.77
442288;No;620;620;94;0.67;1463;0.80;0.77
442327;No;620;620;94;0.67;1463;0.81;0.77
442375;No;620;620;94;0.67;1463;0.81;0.77
442416;No;620;620;94;0.67;1463;0.82;0.77
442460;No;620;621;94;0.67;1464;0.82;0.77
442477;No;621;621;94;0.67;1464;0.82;0.77
442519;No;621;621;94;0.67;1464;0.83;0.77
442589;No;621;621;94;0.67;1465;0.82;0.77
442630;No;621;621;94;0.67;1465;0.82;0.76
442672;No;621;621;94;0.67;1466;0.82;0.76
442688;No;621;621;94;0.66;1466;0.81;0.75
442728;No;621;621;94;0.66;1467;0.81;0.75
442769;No;621;621;94;0.66;1468;0.81;0.74
442810;No;621;621;94;0.66;1468;0.80;0.74
442888;No;621;621;94;0.66;1469;0.80;0.73
442927;No;621;621;94;0.66;1469;0.80;0.73
442966;No;621;621;94;0.66;1470;0.80;0.73
442988;No;621;621;94;0.66;1470;0.80;0.73
443035;No;621;621;94;0.66;1470;0.80;0.74
443081;No;621;621;94;0.66;1471;0.80;0.74
443120;No;621;621;94;0.66;1471;0.80;0.74
443137;No;621;621;94;0.66;1472;0.80;0.74
443188;No;621;621;94;0.66;1472;0.80;0.75
443228;No;621;621;94;0.67;1473;0.80;0.75
443273;No;622;622;94;0.67;1474;0.80;0.75
443287;No;622;622;94;0.67;1474;0.80;0.75
443332;No;622;622;94;0.67;1475;0.80;0.75
443347;No;622;622;94;0.67;1476;0.80;0.75
443387;No;622;622;94;0.67;1476;0.81;0.75
443408;No;622;622;94;0.67;1477;0.81;0.75
443449;No;622;622;94;0.67;1478;0.81;0.75
443497;No;622;622;94;0.67;1480;0.80;0.75
443537;No;622;622;94;0.67;1481;0.80;0.75
443576;No;622;622;94;0.67;1482;0.80;0.75
443621;No;622;622;94;0.66;1483;0.79;0.75
443688;No;622;622;94;0.66;1484;0.79;0.75
443727;No;622;622;94;0.66;1485;0.79;0.75
443788;No;622;622;94;0.66;1486;0.79;0.75
443829;No;622;622;94;0.66;1487;0.78;0.74
443874;No;622;622;94;0.66;1488;0.78;0.74
443940;No;622;622;94;0.66;1488;0.79;0.74
443981;No;622;622;94;0.66;1489;0.79;0.74
444020;No;622;622;94;0.66;1489;0.79;0.74
444089;No;622;622;94;0.66;1490;0.79;0.74
444142;No;623;622;94;0.66;1490;0.79;0.74
444157;No;623;623;94;0.66;1491;0.79;0.74
444197;No;623;623;94;0.66;1491;0.80;0.74
444236;No;623;623;94;0.66;1491;0.80;0.74
444278;No;623;623;94;0.66;1492;0.79;0.74
444321;No;623;623;94;0.66;1492;0.79;0.74
444337;No;623;623;94;0.66;1492;0.79;0.74
444389;No;623;623;94;0.66;1492;0.79;0.74
444428;No;623;623;94;0.66;1492;0.79;0.74
444476;No;623;623;94;0.66;1492;0.79;0.74
444518;No;623;623;94;0.66;1492;0.79;0.74
444557;No;623;623;94;0.66;1493;0.79;0.74
444595;No;623;623;94;0.66;1493;0.79;0.74
444637;No;623;623;94;0.66;1494;0.79;0.74
444688;No;623;623;94;0.66;1494;0.79;0.75
444728;No;624;623;94;0.66;1494;0.79;0.75
444768;No;624;624;94;0.66;1495;0.79;0.75
444813;No;624;624;94;0.66;1495;0.79;0.75
444859;No;624;624;94;0.66;1496;0.79;0.75
444899;No;624;624;94;0.66;1496;0.79;0.75
444938;No;624;624;94;0.66;1497;0.79;0.75
444989;No;624;624;94;0.66;1498;0.79;0.76
445028;No;624;624;94;0.66;1498;0.79;0.76
445067;No;624;624;94;0.66;1499;0.80;0.76
445105;No;624;624;94;0.66;1499;0.80;0.77
445146;No;624;624;94;0.66;1500;0.80;0.77
445185;No;624;624;94;0.66;1500;0.80;0.77
445231;No;624;624;94;0.66;1500;0.80;0.78
445270;No;624;624;94;0.66;1500;0.80;0.78
445313;No;624;624;94;0.66;1500;0.80;0.78
445380;No;624;624;94;0.66;1500;0.80;0.78
445422;No;624;624;94;0.66;1500;0.80;0.78
445460;No;624;624;94;0.66;1500;0.80;0.78
445478;No;624;624;94;0.66;1500;0.80;0.79
445518;No;624;624;94;0.66;1500;0.80;0.79
445594;No;624;624;94;0.66;1501;0.80;0.79
445638;No;624;624;94;0.66;1502;0.80;0.79
445676;No;625;625;94;0.66;1502;0.80;0.79
445716;No;625;625;94;0.66;1503;0.80;0.79
445756;No;625;625;94;0.66;1504;0.80;0.79
445797;No;625;625;94;0.66;1504;0.80;0.78
445837;No;625;625;94;0.66;1505;0.80;0.78
445893;No;625;625;94;0.66;1505;0.80;0.78
445932;No;625;625;94;0.66;1505;0.80;0.78
445970;No;625;625;94;0.66;1505;0.80;0.78
446017;No;625;625;94;0.66;1505;0.80;0.78
446057;No;625;625;94;0.66;1505;0.80;0.78
446100;No;625;625;94;0.66;1505;0.80;0.79
446143;No;625;625;94;0.66;1504;0.80;0.79
446219;No;625;625;94;0.66;1504;0.80;0.79
446259;No;625;625;94;0.66;1505;0.80;0.79
446299;No;625;625;94;0.66;1505;0.80;0.79
446340;No;625;626;94;0.66;1505;0.80;0.79
446381;No;626;626;94;0.66;1505;0.80;0.79
446425;No;626;626;94;0.66;1505;0.80;0.79
446494;No;626;626;94;0.66;1505;0.80;0.79
446535;No;626;626;94;0.66;1506;0.80;0.79
446574;No;626;626;94;0.66;1506;0.80;0.79
446624;No;626;626;94;0.66;1507;0.80;0.79
446669;No;626;626;94;0.66;1508;0.80;0.79
446707;No;626;626;94;0.66;1509;0.80;0.79
446747;No;626;626;94;0.66;1510;0.80;0.79
446791;No;626;626;94;0.66;1511;0.80;0.79
446830;No;626;626;94;0.66;1512;0.80;0.79
446875;No;626;626;94;0.66;1514;0.80;0.79
446940;No;626;626;94;0.66;1514;0.80;0.79
446978;No;626;626;94;0.66;1514;0.80;0.79
447023;No;626;626;94;0.66;1514;0.80;0.79
447037;No;626;626;94;0.66;1514;0.80;0.79
447091;No;626;626;94;0.66;1514;0.79;0.79
447129;No;626;626;94;0.66;1513;0.79;0.78
447170;No;626;626;94;0.66;1513;0.79;0.78
447209;No;626;626;94;0.66;1512;0.79;0.78
447248;No;626;626;94;0.66;1512;0.79;0.78
447292;No;626;627;94;0.66;1512;0.78;0.78
447330;No;626;627;94;0.66;1513;0.78;0.78
447393;No;627;627;94;0.66;1513;0.78;0.78
447435;No;627;627;94;0.66;1513;0.78;0.78
447499;No;627;627;94;0.66;1513;0.78;0.77
447517;No;627;627;94;0.66;1514;0.78;0.77
447559;No;627;627;94;0.66;1514;0.78;0.77
447600;No;627;627;94;0.66;1514;0.78;0.77
447640;No;627;627;94;0.66;1514;0.78;0.77
447692;No;627;627;94;0.66;1514;0.78;0.77
447737;No;627;627;94;0.66;1514;0.78;0.77
447757;No;627;627;94;0.66;1514;0.78;0.77
447799;No;627;627;94;0.66;1514;0.78;0.77
447838;No;627;627;94;0.66;1514;0.78;0.77
447876;No;627;627;94;0.66;1514;0.78;0.76
447920;No;627;627;94;0.66;1514;0.78;0.76
447995;No;627;627;94;0.66;1515;0.78;0.76
448045;No;627;627;94;0.66;1516;0.78;0.76
448086;No;628;628;94;0.66;1517;0.78;0.76
448125;No;628;628;94;0.66;1518;0.78;0.76
448146;No;628;628;94;0.66;1518;0.78;0.76
448186;No;628;628;94;0.66;1520;0.78;0.76
448226;No;628;628;94;0.66;1520;0.78;0.76
448294;No;628;628;94;0.66;1521;0.78;0.76
448338;No;628;628;94;0.66;1521;0.78;0.76
448357;No;628;628;94;0.66;1521;0.78;0.76
448395;No;628;628;94;0.66;1521;0.78;0.76
448434;No;628;628;94;0.66;1521;0.78;0.76
448447;No;628;628;94;0.66;1521;0.78;0.76
448491;No;628;628;94;0.66;1520;0.78;0.76
448508;No;628;628;94;0.66;1520;0.78;0.75
448547;No;628;628;94;0.66;1520;0.78;0.75
448596;No;628;628;94;0.66;1520;0.78;0.75
448638;No;628;628;94;0.66;1520;0.78;0.75
448679;No;628;628;94;0.66;1520;0.78;0.75
448723;No;628;628;94;0.66;1520;0.79;0.76
448776;No;628;628;94;0.66;1520;0.79;0.76
448815;No;628;628;94;0.66;1520;0.79;0.76
448836;No;628;628;94;0.66;1520;0.80;0.76
448896;No;628;628;94;0.66;1520;0.80;0.76
448939;No;628;628;94;0.66;1520;0.80;0.76
448978;No;628;628;94;0.66;1520;0.80;0.76
449018;No;628;628;94;0.66;1521;0.80;0.76
449056;No;629;629;94;0.66;1522;0.80;0.77
449096;No;629;629;94;0.66;1522;0.80;0.77
449140;No;629;629;94;0.66;1522;0.80;0.77
449194;No;629;629;94;0.66;1523;0.80;0.77
449239;No;629;629;94;0.66;1523;0.80;0.77
449277;No;629;629;94;0.66;1524;0.80;0.77
449317;No;629;629;94;0.66;1524;0.80;0.77
449360;No;629;629;94;0.66;1524;0.80;0.77
449377;No;629;629;94;0.66;1524;0.80;0.77
449416;No;629;629;94;0.66;1524;0.80;0.77
449457;No;629;629;94;0.66;1524;0.80;0.77
449529;No;629;629;94;0.66;1524;0.80;0.77
449575;No;629;629;94;0.66;1524;0.80;0.77
449621;No;629;629;94;0.66;1524;0.80;0.77
449659;No;629;629;94;0.66;1525;0.80;0.77
449700;No;629;629;94;0.66;1525;0.80;0.77
449739;No;629;629;94;0.66;1525;0.80;0.77
449793;No;629;629;94;0.66;1525;0.80;0.77
449831;No;629;629;94;0.66;1526;0.80;0.77
449870;No;629;629;94;0.66;1526;0.81;0.77
449909;No;630;629;94;0.66;1526;0.81;0.77
449948;No;630;630;94;0.66;1526;0.81;0.77
449999;No;630;630;94;0.66;1526;0.80;0.77
450057;No;630;630;94;0.66;1526;0.80;0.77
450128;No;630;630;94;0.66;1526;0.80;0.77
450168;No;630;630;94;0.66;1526;0.80;0.77
450214;No;630;630;94;0.66;1526;0.80;0.77
450258;No;630;630;94;0.66;1526;0.80;0.76
450298;No;630;630;94;0.66;1526;0.79;0.76
450336;No;630;630;94;0.66;1526;0.79;0.76
450392;No;630;630;94;0.66;1526;0.79;0.76
450439;No;630;630;94;0.66;1526;0.80;0.76
450456;No;630;630;94;0.66;1526;0.80;0.76
450496;No;630;630;94;0.66;1526;0.80;0.76
450534;No;630;630;94;0.66;1526;0.80;0.76
450581;No;630;630;94;0.66;1526;0.80;0.76
450621;No;630;630;94;0.66;1526;0.80;0.76
450636;No;630;630;94;0.66;1526;0.81;0.76
450694;No;630;630;94;0.66;1525;0.81;0.76
450736;No;630;630;94;0.66;1524;0.81;0.76
450757;No;630;630;94;0.66;1524;0.81;0.76
450797;No;630;630;94;0.66;1523;0.81;0.76
450817;No;630;630;94;0.66;1522;0.81;0.76
450856;No;630;630;94;0.66;1522;0.81;0.76
450896;No;630;630;94;0.66;1521;0.81;0.76
450936;No;630;630;94;0.66;1522;0.81;0.76
450995;No;630;630;94;0.66;1523;0.81;0.76
451039;No;630;630;94;0.66;1524;0.81;0.76
451079;No;630;630;94;0.66;1526;0.80;0.76
451125;No;630;630;94;0.66;1527;0.80;0.76
451164;No;630;630;94;0.66;1528;0.80;0.76
451178;No;630;630;94;0.66;1529;0.80;0.76
451223;No;631;630;94;0.66;1530;0.80;0.76
451237;No;631;631;94;0.66;1530;0.80;0.76
451293;No;631;631;94;0.66;1530;0.80;0.76
451336;No;631;631;94;0.66;1531;0.80;0.76
451375;No;631;631;94;0.66;1531;0.80;0.76
451421;No;631;631;94;0.66;1531;0.80;0.76
451465;No;631;631;94;0.66;1532;0.80;0.76
451531;No;631;631;94;0.66;1532;0.81;0.76
451595;No;631;631;94;0.66;1532;0.81;0.76
451634;No;631;631;94;0.66;1531;0.81;0.76
451659;No;631;631;94;0.66;1530;0.81;0.76
451700;No;631;631;94;0.66;1529;0.81;0.76
451739;No;631;631;94;0.66;1528;0.81;0.76
451777;No;631;631;94;0.66;1527;0.81;0.76
451818;No;631;631;94;0.66;1526;0.81;0.76
451894;No;631;631;94;0.66;1524;0.81;0.75
451933;No;631;631;94;0.66;1524;0.81;0.75
451972;No;631;631;94;0.66;1525;0.81;0.75
451987;No;631;631;94;0.66;1526;0.81;0.75
452032;No;631;631;94;0.66;1528;0.81;0.75
452047;No;631;631;94;0.66;1529;0.81;0.75
452086;No;631;631;94;0.66;1530;0.81;0.75
452127;No;631;631;94;0.66;1532;0.81;0.75
452195;No;631;631;94;0.66;1533;0.81;0.75
452234;No;631;631;94;0.66;1534;0.81;0.75
452275;No;631;631;94;0.66;1534;0.81;0.75
452287;No;631;631;94;0.66;1534;0.81;0.75
452327;No;632;631;94;0.66;1534;0.81;0.75
452347;No;632;632;94;0.66;1534;0.81;0.75
452387;No;632;632;94;0.66;1534;0.81;0.75
452426;No;632;632;94;0.66;1533;0.81;0.75
452493;No;632;632;94;0.66;1533;0.81;0.75
452534;No;632;632;94;0.66;1533;0.81;0.75
452574;No;632;632;94;0.66;1533;0.81;0.75
452587;No;632;632;94;0.66;1533;0.81;0.75
452649;No;632;632;94;0.66;1533;0.81;0.75
452688;No;632;632;94;0.66;1533;0.81;0.75
452795;No;632;632;94;0.66;1532;0.81;0.75
452835;No;632;632;94;0.66;1532;0.81;0.75
452874;No;632;632;94;0.66;1532;0.81;0.75
452940;No;632;632;94;0.66;1532;0.81;0.75
452982;No;632;632;94;0.66;1532;0.81;0.75
453021;No;632;632;94;0.66;1533;0.81;0.75
453036;No;632;632;94;0.66;1533;0.81;0.75
453095;No;632;632;94;0.66;1533;0.81;0.75
453134;No;632;632;94;0.66;1533;0.81;0.75
453157;No;632;632;94;0.66;1534;0.81;0.75
453195;No;632;632;94;0.66;1534;0.81;0.75
453235;No;632;632;94;0.66;1534;0.81;0.75
453303;No;632;632;94;0.66;1534;0.81;0.75
453349;No;632;632;94;0.66;1534;0.81;0.75
453394;No;632;632;94;0.66;1534;0.81;0.75
453433;No;632;632;94;0.66;1534;0.82;0.75
453473;No;632;632;94;0.66;1534;0.82;0.75
453488;No;632;632;94;0.66;1534;0.82;0.75
453528;No;632;632;94;0.66;1534;0.82;0.75
453568;No;632;632;94;0.66;1534;0.82;0.75
453606;No;632;632;94;0.66;1535;0.82;0.75
453646;No;632;632;94;0.66;1535;0.82;0.75
453731;No;632;632;94;0.66;1536;0.82;0.75
453771;No;632;632;94;0.66;1536;0.82;0.75
453787;No;632;632;94;0.66;1537;0.82;0.75
453827;No;632;632;94;0.66;1537;0.82;0.75
453868;No;632;632;94;0.66;1538;0.81;0.75
453916;No;632;632;94;0.66;1538;0.81;0.75
453955;No;632;632;94;0.66;1538;0.81;0.75
454026;No;632;632;94;0.66;1536;0.81;0.75
454067;No;632;632;94;0.66;1536;0.81;0.75
454088;No;632;632;94;0.66;1535;0.81;0.75
454132;No;632;632;94;0.66;1534;0.81;0.75
454149;No;633;632;94;0.66;1533;0.81;0.75
454190;No;633;633;94;0.66;1532;0.81;0.75
454208;No;633;633;94;0.66;1532;0.81;0.75
454249;No;633;633;94;0.66;1532;0.81;0.75
454295;No;633;633;94;0.66;1533;0.81;0.75
454335;No;633;633;94;0.66;1534;0.81;0.75
454374;No;633;633;94;0.66;1534;0.81;0.75
454421;No;633;633;94;0.66;1535;0.81;0.75
454459;No;633;633;94;0.66;1536;0.81;0.75
454477;No;633;633;94;0.66;1536;0.82;0.75
454515;No;633;633;94;0.66;1537;0.82;0.75
454556;No;633;633;94;0.66;1537;0.82;0.75
454631;No;633;633;94;0.66;1537;0.82;0.75
454672;No;633;633;94;0.66;1538;0.82;0.75
454686;No;633;633;94;0.66;1538;0.81;0.75
454725;No;633;633;94;0.66;1538;0.81;0.75
454747;No;633;633;94;0.66;1538;0.81;0.76
454787;No;633;633;94;0.66;1538;0.81;0.76
454826;No;633;633;94;0.66;1538;0.81;0.76
454893;No;633;633;94;0.66;1539;0.81;0.76
454933;No;633;633;94;0.66;1539;0.81;0.76
454972;No;633;633;94;0.66;1540;0.81;0.76
454987;No;633;633;94;0.66;1540;0.81;0.76
455027;No;633;633;94;0.66;1540;0.81;0.76
455047;No;633;633;94;0.66;1540;0.81;0.76
455092;No;633;633;94;0.66;1541;0.81;0.75
455108;No;633;633;94;0.66;1541;0.81;0.75
455148;No;633;633;94;0.66;1541;0.81;0.75
455217;No;633;633;94;0.66;1541;0.81;0.75
455260;No;633;633;93;0.66;1541;0.81;0.75
455301;No;633;633;93;0.66;1541;0.81;0.75
455318;No;633;633;93;0.66;1541;0.81;0.75
455357;No;633;633;93;0.66;1540;0.81;0.76
455395;No;633;633;93;0.66;1540;0.82;0.76
455447;No;633;633;93;0.66;1540;0.82;0.76
455495;No;633;633;93;0.66;1540;0.82;0.76
455534;No;633;633;93;0.66;1540;0.82;0.76
455557;No;633;633;93;0.66;1540;0.82;0.76
455598;No;633;633;93;0.66;1540;0.81;0.76
455617;No;633;633;93;0.66;1540;0.81;0.76
455658;No;633;633;93;0.66;1540;0.81;0.76
455698;No;633;633;93;0.66;1540;0.81;0.76
455739;No;633;633;93;0.66;1539;0.81;0.76
455794;No;633;633;93;0.66;1540;0.81;0.76
455841;No;634;633;93;0.66;1541;0.81;0.76
455858;No;634;634;93;0.66;1542;0.81;0.76
455898;No;634;634;93;0.66;1542;0.81;0.76
455940;No;634;634;93;0.66;1543;0.81;0.76
455979;No;634;634;93;0.66;1544;0.81;0.76
456024;No;634;634;93;0.66;1544;0.81;0.75
456095;No;634;634;93;0.66;1545;0.81;0.75
456135;No;634;634;93;0.66;1547;0.81;0.75
456180;No;634;634;93;0.66;1548;0.81;0.75
456218;No;634;634;93;0.66;1550;0.82;0.76
456264;No;634;634;93;0.66;1551;0.82;0.76
456276;No;634;634;93;0.66;1553;0.82;0.76
456317;No;634;634;93;0.66;1554;0.82;0.77
456356;No;634;634;93;0.66;1556;0.83;0.77
456426;No;634;634;93;0.66;1557;0.83;0.77
456492;No;634;634;93;0.66;1558;0.83;0.77
456533;No;634;634;93;0.66;1560;0.83;0.78
456578;No;634;634;93;0.66;1560;0.82;0.74
456617;No;634;634;93;0.66;1562;0.82;0.69
456655;No;634;634;93;0.66;1562;0.81;0.65
456733;No;634;634;93;0.66;1564;0.81;0.61
456773;No;634;634;93;0.66;1565;0.80;0.57
456787;No;634;634;93;0.66;1566;0.80;0.52
456827;No;634;634;93;0.66;1566;0.79;0.48
456865;No;634;634;93;0.66;1565;0.79;0.44
456911;No;634;634;93;0.66;1565;0.80;0.48
456956;No;634;634;93;0.66;1565;0.80;0.52
457026;No;634;634;93;0.66;1564;0.80;0.56
457067;No;634;634;93;0.66;1564;0.81;0.59
457107;No;634;634;93;0.66;1564;0.81;0.63
457152;No;634;634;93;0.66;1564;0.81;0.67
457192;No;634;634;93;0.66;1563;0.82;0.71
457209;No;634;634;93;0.66;1563;0.82;0.75
457248;No;634;634;93;0.66;1563;0.82;0.75
457294;No;634;634;93;0.66;1562;0.82;0.75
457345;No;634;634;93;0.66;1562;0.82;0.75
457386;No;634;634;93;0.66;1562;0.82;0.75
457425;No;634;634;93;0.66;1562;0.82;0.75
457466;No;634;634;93;0.66;1562;0.82;0.76
457507;No;634;634;93;0.66;1562;0.82;0.76
457550;No;634;634;93;0.66;1562;0.82;0.76
457595;No;634;634;93;0.66;1562;0.82;0.76
457633;No;634;634;93;0.66;1562;0.82;0.76
457672;No;634;634;93;0.65;1561;0.82;0.76
457687;No;634;634;93;0.65;1561;0.82;0.76
457735;No;634;634;93;0.65;1561;0.82;0.76
457800;No;634;634;93;0.65;1561;0.82;0.77
457840;No;634;634;93;0.65;1561;0.82;0.77
457893;No;634;634;93;0.65;1561;0.82;0.77
457937;No;634;634;93;0.65;1561;0.82;0.77
457957;No;634;634;93;0.65;1561;0.82;0.77
457997;No;634;634;93;0.65;1561;0.82;0.77
458036;No;634;634;93;0.65;1560;0.82;0.77
458083;No;634;634;93;0.65;1560;0.81;0.76
458122;No;634;634;93;0.65;1560;0.81;0.76
458136;No;634;634;93;0.65;1560;0.81;0.76
458194;No;634;634;93;0.66;1559;0.81;0.76
458235;No;634;634;93;0.66;1559;0.81;0.76
458279;No;634;634;93;0.66;1558;0.82;0.76
458318;No;634;634;93;0.66;1558;0.82;0.76
458365;No;635;634;93;0.66;1558;0.82;0.76
458377;No;635;635;93;0.66;1557;0.82;0.76
458418;No;635;635;93;0.66;1556;0.82;0.76
458494;No;635;635;93;0.66;1557;0.82;0.75
458533;No;635;635;93;0.66;1557;0.82;0.75
458575;No;635;635;93;0.66;1557;0.82;0.75
458615;No;635;635;93;0.66;1557;0.82;0.76
458659;No;635;635;93;0.66;1557;0.82;0.76
458677;No;635;635;93;0.66;1557;0.82;0.76
458715;No;635;635;93;0.66;1558;0.83;0.76
458755;No;635;635;93;0.66;1558;0.83;0.76
458832;No;635;635;93;0.66;1558;0.83;0.76
458870;No;635;635;93;0.66;1558;0.83;0.76
458909;No;634;635;93;0.66;1558;0.83;0.76
458947;No;634;634;93;0.66;1558;0.82;0.76
458989;No;634;634;93;0.66;1558;0.82;0.76
459048;No;634;634;93;0.66;1558;0.82;0.76
459095;No;634;634;93;0.66;1558;0.82;0.76
459135;No;634;634;93;0.66;1558;0.82;0.76
459176;No;634;634;93;0.66;1557;0.82;0.75
459221;No;634;634;93;0.66;1556;0.82;0.75
459262;No;634;634;93;0.66;1556;0.82;0.75
459277;No;634;634;93;0.66;1555;0.82;0.75
459317;No;634;634;93;0.65;1555;0.82;0.75
459395;No;634;634;93;0.65;1554;0.82;0.75
459436;No;634;634;93;0.65;1554;0.82;0.75
459475;No;634;634;93;0.65;1553;0.82;0.75
459540;No;634;634;93;0.65;1552;0.82;0.75
459580;No;634;634;93;0.66;1550;0.82;0.75
459624;No;634;634;93;0.66;1548;0.82;0.75
459696;No;634;634;93;0.66;1547;0.82;0.75
459735;No;634;634;93;0.66;1545;0.82;0.75
459775;No;634;634;93;0.66;1544;0.82;0.75
459786;No;634;634;93;0.66;1542;0.82;0.75
459825;No;634;634;93;0.66;1540;0.82;0.75
459865;No;634;634;93;0.66;1548;0.82;0.75
459929;No;634;634;94;0.66;1556;0.82;0.75
459994;No;634;634;94;0.66;1564;0.82;0.75
460039;No;634;634;94;0.66;1572;0.82;0.75
460078;No;634;633;94;0.66;1579;0.82;0.75
460120;No;634;633;94;0.66;1587;0.82;0.75
460162;No;633;633;94;0.66;1595;0.82;0.75
460177;No;633;633;94;0.66;1603;0.82;0.75
460216;No;633;633;94;0.66;1606;0.82;0.75
460257;No;633;633;94;0.66;1609;0.82;0.75
460327;No;633;633;94;0.66;1612;0.82;0.75
460367;No;633;633;94;0.66;1616;0.82;0.75
460406;No;633;633;94;0.66;1619;0.82;0.75
460469;No;633;633;94;0.66;1622;0.82;0.75
460516;No;633;633;94;0.66;1626;0.82;0.75
460559;No;633;633;94;0.66;1629;0.82;0.75
460640;No;633;633;94;0.66;1630;0.82;0.75
460657;No;633;633;94;0.66;1630;0.82;0.75
460695;No;633;633;94;0.66;1631;0.82;0.75
460739;No;633;633;94;0.66;1632;0.83;0.75
460779;No;633;633;94;0.66;1632;0.83;0.75
460819;No;633;633;94;0.66;1633;0.83;0.76
460896;No;633;633;94;0.66;1634;0.83;0.76
460938;No;633;633;94;0.66;1635;0.83;0.76
460958;No;633;633;94;0.66;1624;0.83;0.76
461003;No;633;633;94;0.66;1612;0.83;0.76
461018;No;633;633;94;0.66;1601;0.83;0.76
461060;No;633;633;94;0.66;1590;0.83;0.76
